TypeName,Inches,ScreenResolution,Cpu,Ram,OpSys,Weight,Price_euros,TouchScreen,HDD,SSD,Flash Storage,Hybrid,SSHD,2 in 1 Convertible,Gaming,Netbook,Notebook,Ultrabook,Workstation,Android,Chrome OS,Linux,Mac OS X,No OS,Windows 10,Windows 10 S,Windows 7,macOS
Netbook,11.6,1.0,10,2,Windows 10,1.17,209.0,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,14,4,Windows 10,2.2,720.32,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,14.0,4.0,14,4,Windows 10,1.8,638.0,1,0,128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,13.3,13.0,14,16,Windows 10,1.3,1499.0,1,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,1.0,10,2,Windows 10,1.5,229.0,0,0,0,64,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,14,6,Windows 10,2.19,764.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,10,4,Windows 10,2.2,369.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,13.3,4.0,11,8,Windows 10,1.2,729.0,0,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,12,6,Windows 10,2.3,459.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,10,4,Linux,2.4,289.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Notebook,15.6,1.0,10,2,Windows 10,2.2,379.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,14,8,Windows 10,2.6,899.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,5,6,Windows 10,2.04,549.99,0,0,0,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,14,8,Linux,2.3,805.99,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Netbook,11.6,1.0,10,2,Windows 10,1.17,209.0,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,14,4,Windows 10,2.2,720.32,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,14.0,4.0,14,4,Windows 10,1.8,638.0,1,0,128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,13.3,13.0,14,16,Windows 10,1.3,1499.0,1,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,1.0,10,2,Windows 10,1.5,229.0,0,0,0,64,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,14,6,Windows 10,2.19,764.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,10,4,Windows 10,2.2,369.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ultrabook,13.3,4.0,11,8,Windows 10,1.2,729.0,0,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,12,6,Windows 10,2.3,459.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,10,4,Linux,2.4,289.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Notebook,15.6,1.0,10,2,Windows 10,2.2,379.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,14,8,Windows 10,2.6,899.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,4.0,5,6,Windows 10,2.04,549.99,0,0,0,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,14,8,Linux,2.3,805.99,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Netbook,11.6,1.0,10,2,Windows 10,1.17,209.0,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,14,4,Windows 10,2.2,720.32,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,14.0,4.0,14,4,Windows 10,1.8,638.0,1,0,128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2 in 1 Convertible,13.3,13.0,14,16,Windows 10,1.3,1499.0,1,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Notebook,14.0,1.0,10,2,Windows 10,1.5,229.0,0,0,0,64,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,14,6,Windows 10,2.19,764.0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Notebook,15.6,1.0,10,4,Windows 10,2.2,369.0,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
